hexagram_line_id,position,is_constituting_ruler,is_governing_ruler,change_text,change_interpretation,created_at,updated_at,deleted_at,hexagram_id
197,5,f,t,Friendly retreat. Perseverance brings good fortune.,"The wise person knows when to retreat. By choosing the right moment, they can withdraw gracefully without conflict. Despite maintaining friendly appearances, they must remain resolute to avoid being swayed by irrelevant factors.",2023-06-16 18:34:39.967372+00,2023-06-16 18:34:39.967381+00,,33
198,6,f,f,Cheerful retreat. Everything serves to further.,"The situation is clear and we can leave. When we see the path ahead without doubt, we feel happy and choose what is right without hesitation. A clear path always leads to good outcomes.",2023-06-16 18:35:00.918023+00,2023-06-16 18:35:24.211182+00,,33
199,1,f,f,"Power in the toes.
Continuing brings misfortune.
This is certainly true.","In humble positions, like toes at the bottom, there is potential for progress. Similarly, great power in lowly positions tends to seek advancement forcefully. However, excessive force can bring about misfortune. Therefore, a warning is provided to advise against taking it too far.",2023-06-16 18:36:09.772662+00,2023-06-16 18:36:09.772672+00,,34
200,2,f,f,Perseverance brings good fortune.,"The gates to success are opening, but we must be cautious. We can easily become overconfident. The oracle advises perseverance and inner balance for good fortune.",2023-06-16 18:36:40.791144+00,2023-06-16 18:36:40.791154+00,,34
201,3,f,f,"The inferior man works through power.
The superior man does not act thus.
To continue is dangerous.
A goat butts against a hedge
And gets its horns entangled.","Excessive displays of power can result in complications, similar to how a goat entangles its horns while butting against a hedge. Unlike an inferior individual who enjoys power upon acquiring it, a superior person avoids this error. They consistently recognize the risk of pushing forward without considering the circumstances and therefore refrain from making empty shows of force.",2023-06-16 18:37:41.099769+00,2023-06-16 18:37:41.099784+00,,34
202,4,t,t,"Perseverance brings good fortune.
Remorse disappears.
The hedge opens; there is no entanglement.
Power depends upon the axle of a big cart.","A person who persistently and calmly overcomes obstacles will ultimately succeed. By steadily eliminating resistance, remorse over excessive force is avoided. This person's power may not be apparent, but it can move substantial burdens, similar to a sturdy cart relying on its axle. The less this power is exerted outwardly, the more impactful it becomes.",2023-06-16 18:39:19.625239+00,2023-06-16 18:39:33.906763+00,,34
203,5,f,f,"Loses the goat with ease.
No remorse.","The goat is recognized for its tough exterior but vulnerability inside. Currently, the circumstances make everything effortless without any opposition. One can abandon an aggressive and stubborn approach without future remorse.",2023-06-16 18:40:23.495191+00,2023-06-16 18:40:23.495202+00,,34
204,6,f,f,"A goat butts against a hedge.
It cannot go backward, it cannot go forward.
Nothing serves to further.
If one notes the difficulty, this brings good fortune.","If we push beyond a certain point, we reach a stalemate where progress or retreat becomes impossible. Our actions only make things more complicated. This stubbornness creates insurmountable problems. However, if we acknowledge the situation and choose not to persist, matters will eventually resolve on their own.",2023-06-16 18:40:56.938605+00,2023-06-16 18:40:56.938616+00,,34
205,1,f,f,"Progressing, but turned back.
Perseverance brings good fortune.
If one meets with no confidence, one should remain calm.
No mistake.","In uncertain times, when progress is crucial, we may face obstacles. The key is to persist in doing what is right, which will ultimately lead to success. Even if others lack trust in us, we should stay composed, positive, and avoid getting angry. By doing so, we avoid making mistakes and maintain our freedom.",2023-06-17 06:08:58.855121+00,2023-06-17 06:08:58.855135+00,,35
206,2,f,f,"Progressing, but in sorrow.
Perseverance brings good fortune.
Then one obtains great happiness from one's ancestress.","An individual faces an obstacle in reaching a person of authority they are connected to. Despite feeling saddened, they must persist. Eventually, the person in authority will bring them immense happiness with a nurturing demeanor. This happiness is earned, as their connection is based on fair and ethical principles rather than self-interest or bias.",2023-06-17 06:10:39.333654+00,2023-06-17 06:10:39.333668+00,,35
207,3,f,f,All are in accord. Remorse disappears.,"A person moves forward with support from others, finding encouragement that helps overcome challenges. This prevents regret for lacking complete independence to overcome all adversities alone.",2023-06-17 06:13:24.684767+00,2023-06-17 06:13:24.684778+00,,35
208,4,f,f,"Progress like a hamster.
Perseverance brings danger.","In progressive times, individuals in positions of power can accumulate wealth unlawfully. However, this behavior avoids scrutiny. As progress is ultimately revealed, persisting in such actions always results in peril.",2023-06-17 06:15:08.937138+00,2023-06-17 06:15:08.93715+00,,35
209,5,t,t,"Remorse disappears.
Take not gain and loss to heart.
Undertakings bring good fortune.
Everything serves to further.","In this scenario, a person holds a position of influence during a period of progress but feels remorse for not fully capitalizing on the favorable circumstances. However, this feeling fades away as they realize that dwelling on gains or losses is insignificant. What truly matters is that they have secured opportunities to positively influence others.",2023-06-17 06:16:14.547789+00,2023-06-17 06:16:14.547799+00,,35
210,6,f,f,"Making progress with the horns is permissible
Only for the purpose of punishing one's own city.
To be conscious of danger brings good fortune.
No blame.
Perseverance brings humiliation.","Acting defensively is advisable, particularly when dealing with mistakes from within one's own group. However, it's important to be cautious as offensive actions can be risky. By doing so, we can prevent potential errors and achieve our goals. Yet, persisting in aggressive behavior, especially towards individuals unrelated to us, will result in humiliation.",2023-06-17 06:17:40.798855+00,2023-06-17 06:17:40.798865+00,,35
211,1,f,f,"Darkening of the light during flight.
He lowers his wings.
The superior man does not eat for three days
On his wanderings.
But he has somewhere to go.
The host has occasion to gossip about him.","In the face of challenges, an individual with determination strives to overcome obstacles but faces adversity instead. They choose to withdraw and avoid the problem. It is a trying time for them, constantly on the move without a stable home. Remaining steadfast to their principles, they experience hardship and deprivation. Despite this, they maintain a clear objective to pursue, even if their peers fail to comprehend them and criticize their actions.",2023-06-17 14:35:33.104294+00,2023-06-17 14:35:33.104308+00,,36
212,2,f,f,"Darkening of the light injures him in the left thigh.
He gives aid with the strength of a horse.
Good fortune.","In this scenario, the Lord of Light is injured by the Lord of Darkness, but not fatally. Despite being in a subordinate position, the wounded individual prioritizes rescuing others in danger rather than themselves. Their selflessness and dedication to their duty bring good fortune.",2023-06-17 14:36:37.61788+00,2023-06-17 14:36:37.617895+00,,36
213,3,f,f,"Darkening of the light during the hunt in the south.
Their great leader is captured.
One must not expect perseverance too soon.","In the process of establishing order, it may appear that chance plays a role. A dedicated and dependable individual, motivated by genuine intentions, confronts the leader of disorder seemingly by chance, leading to a successful outcome. However, it is important to exercise caution when eliminating long-standing abuses. Acting hastily in this regard can result in unfavorable consequences due to the deep-rooted nature of these abuses.",2023-06-17 14:37:18.037866+00,2023-06-17 14:37:18.037879+00,,36
214,4,f,f,"He penetrates the left side of the belly.
One gets at the very heart of the darkening of the light.","By accessing the Lord of Darkness's inner thoughts, we learn that there is no hope for improvement. This realization allows us to leave the disastrous situation before the impending storm arrives.",2023-06-17 14:38:01.161359+00,2023-06-17 14:38:01.161371+00,,36
215,5,t,t,"Darkening of the light as with Prince Chi.
Perseverance furthers.","Prince Chi, a relative of the evil tyrant Chou Hsin, found himself unable to leave the tyrant's court. To protect himself, he pretended to be insane while enduring the hardships of slavery. This story serves as a lesson for those who are unable to abandon their positions during difficult times. It emphasizes the importance of unwavering determination and heightened vigilance in navigating dangerous situations. By staying true to their beliefs and exercising caution, individuals can strive to overcome adversity and protect themselves.",2023-06-17 14:38:46.359822+00,2023-06-17 14:38:46.359833+00,,36
216,6,f,f,"Not light but darkness.
First he climbed up to heaven,
Then plunged into the depths of the earth.","In the peak of the darkening, the powerful force that once had the ability to harm those aligned with good and light eventually collapses due to its own darkness. Evil inevitably crumbles when it triumphs over the good entirely, depleting the energy that sustained it.",2023-06-17 14:39:22.502709+00,2023-06-17 14:39:22.502721+00,,36
217,1,f,f,"Firm seclusion within the family.
Remorse disappears.","The family must establish a clear structure where each member knows their role. It's important to introduce well-defined rules early on, before the child's will becomes too indulged. Delaying the enforcement of order can lead to stronger resistance and regrets later on. By prioritizing order from the beginning, occasional regrets may occur, but they can be resolved and balanced. It is challenging to break a child's will, but necessary for their development.",2023-06-17 14:42:27.635071+00,2023-06-17 14:42:27.635082+00,,37
218,2,t,t,"She should not follow her whims.
She must attend within to the food.
Perseverance brings good fortune.","In traditional household roles, the wife is expected to follow the will of the family's leader, whether it be the father, husband, or grown son. Her responsibilities primarily revolve around nourishing the family and providing food for religious ceremonies. By fulfilling these duties, she plays a central role in the social and religious aspects of the family, bringing good fortune to the entire household. It is advised for the member of the family responsible for these duties to prioritize fulfilling these obligations rather than forcefully seeking other pursuits.",2023-06-17 14:43:51.903991+00,2023-06-17 14:43:51.904001+00,,37
219,3,f,f,"When tempers flare up in the family,
Too great severity brings remorse.
Good fortune nonetheless.
When woman and child dally and laugh
It leads in the end to humiliation.","In the family, a balance should be struck between strictness and leniency. Excessive harshness towards one's own relatives can result in regret. It is wise to establish boundaries that allow each person to freely express themselves. However, in uncertain situations, it is better to err on the side of strictness to maintain order within the family. Being overly permissive can bring shame.",2023-06-17 14:47:56.442238+00,2023-06-17 14:47:56.442249+00,,37
220,4,f,f,"She is the treasure of the house.
Great good fortune.","The well-being of the family relies on the person in charge of the household, regardless of their gender. Achieving balance between income and expenses is crucial for overall prosperity. This brings favorable outcomes. In the context of society, this line refers to a responsible caretaker who takes actions that promote the welfare of the community.",2023-06-17 14:48:55.266191+00,2023-06-17 14:48:55.266201+00,,37
221,5,t,t,"As a king he approaches his family.
Fear not.
Good fortune.","A king symbolizes a nurturing and intellectually gifted individual who doesn't seek to instill fear. Instead, their family can rely on them due to the presence of love in their relationships. The king's character naturally influences others positively.",2023-06-17 14:50:15.049019+00,2023-06-17 14:50:15.04903+00,,37
222,6,f,f,"His work commands respect.
In the end good fortune comes.","In a family, the order is determined by the character of the head of the household. If they develop their personality in a genuine and impactful way, the family thrives. Being in a position of authority requires willingly taking responsibility.",2023-06-17 14:50:46.491054+00,2023-06-17 14:50:46.491063+00,,37
223,1,f,f,"Remorse disappears.
If you lose your horse, do not run after it;
It will come back of its own accord.
When you see evil people,
Guard yourself against mistakes.","In times of opposition, it is wise to avoid mistakes and allow for resolution. Forcing unity will only lead to the opposite outcome, like chasing a horse that moves farther away. If someone close to us is temporarily distant due to a misunderstanding, they will return naturally if given space. However, caution is necessary when dealing with unfamiliar individuals who impose themselves due to misunderstanding. To prevent errors, we should not forcefully reject them, as it would escalate hostility. Instead, we must endure their presence, knowing they will eventually depart on their own.",2023-06-17 14:52:08.369407+00,2023-06-17 14:52:08.369418+00,,38
224,2,t,t,"One meets his lord in a narrow street.
No blame.","People who are meant to be together often face difficulties in connecting due to misunderstandings. However, they can still meet informally if they share a deep connection and affinity.",2023-06-17 14:52:53.591242+00,2023-06-17 14:52:53.591253+00,,38
225,3,f,f,"One sees the wagon dragged back,
The oxen halted,
A man's hair and nose cut off.
Not a good beginning, but a good end.","Despite facing obstacles and feeling undermined, one should not be deceived by appearances. It is important to remain loyal to those who share a sense of belonging. By staying steadfast, even in the face of adversity, the outcome will ultimately be favorable.",2023-06-17 20:49:11.562332+00,2023-06-17 20:49:11.562342+00,,38
226,4,f,f,"Isolated through opposition,
One meets a like-minded man
With whom one can associate in good faith.
Despite the danger, no blame.","When a person is surrounded by individuals they oppose, they may feel isolated. However, encountering someone who shares a deep connection with them and earns their complete trust can help overcome this isolation. Through this connection, the person can overcome challenges and achieve their goals, ultimately freeing themselves from any shortcomings.",2023-06-17 20:50:51.715376+00,2023-06-17 20:50:51.715389+00,,38
227,5,t,t,"Remorse disappears.
The companion bits his way through the wrappings.
If one goes to him,
How could it be a mistake?","When encountering a genuine person, initial unfamiliarity may hinder recognition due to societal disconnection. Yet, they persistently dismantle the barriers that divide. Once this companion's authentic nature emerges, it is incumbent upon us to embrace and collaborate with them.",2023-06-17 20:52:09.899447+00,2023-06-17 20:52:09.899462+00,,38
228,6,f,f,"Isolated through opposition,
One sees one's companion as a pig covered with dirt,
As a wagon full of devils.
First one draws a bow against him,
Then one lays the bow aside.
He is not a robber; he will woo at the right time.
As one goes, rain falls; then good fortune comes.","Isolation arises from internal misunderstanding rather than external circumstances. Misjudgment leads a person to view close friends as unclean and dangerous. Defensive attitudes emerge, but eventually, the individual recognizes their error and abandons their defensive stance. They perceive the other person's genuine intentions for a close union. This realization alleviates tension, akin to rain relieving pre-thunderstorm heat and humidity. As opposition peaks, it transforms into its opposite, resolving conflicts.",2023-06-17 20:54:19.236139+00,2023-06-17 20:54:19.236152+00,,38
229,1,f,f,"Going leads to obstructions,
Coming meets with praise.","When faced with an obstacle, it is crucial to consider the most effective approach. Instead of recklessly pushing forward, which can lead to further difficulties, it is wise to pause and reflect. Temporary retreat is not about abandoning the effort, but rather about patiently waiting for the opportune moment to take action.",2023-06-17 20:54:57.688079+00,2023-06-17 20:54:57.688095+00,,39
230,2,f,f,"The King's servant is beset by obstruction upon obstruction,
But it is not his own fault.","It is usually wise to avoid obstacles and tackle them with the least resistance. However, there are situations where a person must confront trouble head-on, even if it becomes increasingly challenging. This occurs when their duty compels them to face danger in pursuit of a greater purpose. In such cases, they shouldn't feel guilty because they are not responsible for the difficult circumstances they find themselves in.",2023-06-17 20:55:46.854435+00,2023-06-17 20:55:46.854446+00,,39
231,3,f,f,"Going leads to obstructions;
Hence he comes back.","This line illustrates the responsibility of an individual who must assume the role of a caregiver or leader within their community. It suggests that blindly pursuing danger would be futile since those dependent on them would suffer in their absence. However, if they prioritize the well-being of their family or community and choose to withdraw, they will be warmly received upon their return. The metaphorical context implies that considering the needs of others and fulfilling familial or communal duties brings happiness and fulfillment.",2023-06-17 20:56:48.150415+00,2023-06-17 20:56:48.150427+00,,39
232,4,f,f,"Going leads to obstructions,
Coming leads to union.","In challenging situations, going alone without proper preparation can lead to disappointment. It is important to recognize that progress may not be achieved through direct means. Instead, it is advisable to pause and gather reliable companions who can offer assistance in overcoming obstacles. Relying on inadequate conditions can result in miscalculations and a lack of necessary support. By forming a supportive network, one can navigate the difficulties more effectively.",2023-06-17 20:58:10.809938+00,2023-06-17 20:58:10.80995+00,,39
233,5,t,t,"In the midst of the greatest obstructions,
Friends come.","In this scenario, a person is summoned to address an emergency situation. They must confront and overcome the obstacles before them, even if they become increasingly dangerous. This individual's genuine purpose and determination attracts capable assistants whom they can efficiently coordinate with. Through collaborative efforts, the collective group successfully overcomes the obstruction.",2023-06-17 21:00:04.919913+00,2023-06-17 21:00:04.919924+00,,39
234,6,f,f,"Going leads to obstructions,
Coming leads to great good fortune.
It furthers one to see the great man.","This passage discusses a person who has distanced themselves from worldly troubles. When faced with obstacles, they cannot simply escape and prioritize their own well-being. Instead, they are obliged to return and face the challenges of life. With their wisdom and freedom, they have the potential to accomplish something significant that brings success. It is beneficial to have the support of a great person who shares the same goals in order to achieve the task of saving or improving the situation.",2023-06-17 21:01:18.99294+00,2023-06-17 21:01:18.992953+00,,39
235,1,f,f,Without blame.,"After overcoming challenges, it is wise to find peace and remain calm.",2023-06-17 21:02:22.83516+00,2023-06-17 21:02:22.835172+00,,40
236,2,t,t,"One kills three foxes in the field
And receives a yellow arrow.
Perseverance brings good fortune.","Taken from the image of the hunt, the hunter captures three sly foxes and is rewarded with a yellow arrow. The foxes symbolize individuals who manipulate rulers through flattery, hindering progress. To achieve liberation, these obstacles must be eliminated using appropriate means. The yellow color represents moderation and prudence, while the arrow represents a direct approach. By wholeheartedly dedicating oneself to the cause, inner strength is cultivated, serving as a weapon against falsehood and immorality.",2023-06-17 21:05:42.054794+00,2023-06-17 21:05:42.054805+00,,40
237,3,f,f,"If a man carries a burden on his back
And nonetheless rides in a carriage,
He thereby encourages robbers to draw near.
Perseverance leads to humiliation.","A person who has escaped difficult circumstances and achieved comfort should not become complacent in an environment that doesn't align with their true nature. By doing so, they invite trouble and the risk of tarnishing their reputation.",2023-06-17 21:06:27.222612+00,2023-06-17 21:06:27.222622+00,,40
238,4,f,f,"Deliver yourself from your great toe.
Then the companion comes,
And him you can trust.","In times of stagnation, it is common for less capable individuals to gravitate towards those who possess superior qualities. Through constant association, they may become inseparable and necessary, much like the indispensable role of the big toe in facilitating walking. However, as the moment of liberation approaches, urging action, one must distance themselves from such casual acquaintances lacking inner connection. Failure to do so may result in distrust from like-minded friends, who could have been reliable allies in achieving common goals, causing them to withdraw.",2023-06-17 21:07:21.91182+00,2023-06-17 21:07:21.911832+00,,40
239,5,t,t,"If only the superior man can deliver himself,
It brings good fortune.
Thus he proves to inferior men that he is in earnest.","To overcome challenging times, one needs inner strength. Merely imposing restrictions or external measures won't eliminate those considered inferior. To truly separate from them, one must first mentally distance themselves. By demonstrating genuine commitment, they will recognize it and voluntarily withdraw.",2023-06-17 21:09:01.380189+00,2023-06-17 21:09:56.026219+00,,40
240,6,f,f,"The prince shoots at a hawk on a high wall.
He kills it. Everything serves to further.",The hawk on a high wall represents a powerful individual in a superior position who obstructs progress. They resist internal influences due to their entrenched wickedness. Removing them requires force and suitable methods.,2023-06-17 21:54:53.688022+00,2023-06-17 21:54:53.688034+00,,40
241,1,f,f,"Going quickly when one's tasks are finished
Is without blame.
But one must reflect on how much one may decrease others.","It is commendable when someone selflessly helps others after attending to their own pressing matters. The person should use their abilities without seeking attention and promptly assist where help is required. However, individuals in positions of authority who receive such assistance must consider the potential harm it may cause to the well-being of their helpful companion. It is essential for the recipient to possess sensitivity in order to accept aid without causing harm. This allows for unconditional and prompt assistance, fostering a genuine bond of friendship.",2023-06-17 22:02:12.005658+00,2023-06-17 22:02:12.005676+00,,41
242,2,f,f,"Perseverance furthers.
To undertake something brings misfortune.
Without decreasing oneself,
One is able to bring increase to others.","In order to be truly helpful to others, a person should maintain self-awareness and dignity while remaining sincere and committed. Subjugating oneself to follow someone else's orders may undermine one's own position and fail to bring lasting benefits. This approach is flawed. To provide meaningful and enduring assistance, it is important to serve others while still retaining one's own identity and sense of self.",2023-06-17 22:03:23.976316+00,2023-06-17 22:03:23.976326+00,,41
243,3,t,f,"When three people journey together,
Their number increases by one.
When one man journeys alone,
He finds a companion.","In a group of three, jealousy can emerge, leading to the exclusion of one person. Close bonds are typically formed between pairs. When someone feels lonely, they are likely to find a compatible companion.",2023-06-17 22:04:45.0509+00,2023-06-17 22:04:45.050911+00,,41
244,4,f,f,"If a man deceases his faults,
It makes the other hasten to come and rejoice.
No blame.","A person's faults can create barriers between them and others, even if those around them have good intentions. These faults may be influenced by their surroundings. However, if the person can humbly acknowledge and let go of their faults, it relieves internal tension for their well-meaning friends and fosters closer relationships. This leads to mutual happiness and joy.",2023-06-17 22:05:44.212732+00,2023-06-17 22:05:44.212744+00,,41
245,5,f,t,"Someone does indeed increase him.
Ten pairs of tortoises cannot oppose it.
Supreme good fortune.","Individuals who are destined for good fortune can expect its arrival without exception. Various oracles, such as those derived from tortoise shells, will consistently offer positive indications to them. Such individuals have no reason to be apprehensive, as their favorable destiny has been predetermined from a higher power.",2023-06-17 22:06:34.579696+00,2023-06-17 22:06:34.579706+00,,41
246,6,t,f,"If one is increased without depriving other,
There is no blame.
Perseverance brings good fortune.
It furthers one to undertake something.
One obtains servants
But no longer has a separate home.","Some individuals bestow blessings upon the world, and their growth in power benefits humanity without diminishing others. By persisting and working diligently, a person achieves success and finds assistance when required. However, their accomplishments are not solely for personal gain but serve as a benefit for all, accessible to everyone.",2023-06-17 22:07:27.54701+00,2023-06-17 22:07:27.547024+00,,41
247,1,t,f,"It furthers one to accomplish great deeds.
Supreme good fortune. No blame.","When a person receives significant assistance, it is crucial for them to utilize the newfound strength to accomplish remarkable deeds that they may not have otherwise been able to undertake. This remarkable success stems from acts of selflessness, and by accomplishing great things, the person avoids any criticism or blame.",2023-06-17 22:09:14.095031+00,2023-06-17 22:09:14.095044+00,,42
248,2,f,t,"Someone does indeed increase him;
Ten pairs of tortoises cannot oppose it.
Constant perseverance brings good fortune.
The king presents him before God.
Good fortune.","A person can achieve genuine growth by cultivating the necessary conditions within themselves, such as being open to and embracing goodness. This enables their desired outcomes to naturally manifest, following the laws of the universe. When growth aligns with these higher principles, it remains unaffected by chance events. However, it is crucial not to become complacent in the face of unexpected success. Inner strength and unwavering determination are required to truly make it one's own. By doing so, one gains significance in the eyes of both the divine and fellow human beings, thereby contributing positively to the world.",2023-06-17 22:10:13.648507+00,2023-06-17 22:10:13.648519+00,,42
249,3,f,f,"One is enriched through unfortunate events.
No blame, if you are sincere
And walk in the middle,
And report with a seal to the prince.","In a time of blessing and enrichment, even seemingly unfortunate events can benefit those involved. They become free from mistakes and gain inner authority by aligning with truth. Their influence becomes significant, akin to being officially approved.",2023-06-17 22:10:54.665859+00,2023-06-17 22:10:54.665875+00,,42
250,4,t,f,"If you walk in the middle
And report the prince,
He will follow.
It furthers one to be used
In the removal of the capital.","In times of growth, it is crucial to have impartial individuals who bridge the gap between leaders and followers. These intermediaries ensure that the benefits intended for the people are not selfishly withheld, but rather shared. They also have a positive influence on the leader. Such intermediaries are particularly vital during significant endeavors that shape the future and require the consent of all involved parties.",2023-06-17 22:11:48.751334+00,2023-06-17 22:11:48.751345+00,,42
251,5,f,t,"If in truth you have a kind heart, ask not.
Supreme good fortune.
Truly, kindness will be recognized as your virtue.","Kindness, in its truest form, is not contingent upon merit or the expectation of gratitude. It stems from an inner compulsion to act compassionately. A genuinely kind heart seeks no specific rewards but finds fulfillment in being acknowledged. As a result, its positive influence can freely extend and impact others without hindrance.",2023-06-17 22:12:50.188309+00,2023-06-17 22:12:50.188323+00,,42
252,6,f,f,"He brings increase to no one.
Indeed, someone even strikes him.
He does not keep his heart constantly steady.
Misfortune.","Neglecting the duty to support those below leads to isolation and vulnerability. By renouncing this responsibility, individuals lose the benefits of others' support and invite attacks. Failing to adapt to the current circumstances will result in misfortune.",2023-06-17 22:14:20.324648+00,2023-06-17 22:14:20.324658+00,,42
253,1,f,f,"Mighty in the forward-striding toes.
When one goes and is not equal to the task,
One makes a mistake.","In the face of progress, starting can be challenging. While we may feel motivated to move forward, resistance remains strong. It is crucial to assess our own abilities and proceed cautiously, ensuring we are confident in our chances of success. Rushing forward blindly is unwise, as the initial stages are where unexpected setbacks can have severe consequences.",2023-06-17 22:16:17.520308+00,2023-06-17 22:16:17.520321+00,,43
254,2,f,f,"A cry of alarm. Arms at evening and at night.
Fear nothing.","Being prepared is crucial. It is important to approach situations with caution and stay calm. By staying alert and vigilant, one can be ready to face danger without fear. A wise person anticipates and remains attentive to unseen threats. They navigate challenges as if they don't exist. When one develops their character, others willingly follow. When reason prevails, passions subside. To ensure security, it is essential to be cautious and never forget one's defenses.",2023-06-17 22:17:02.963454+00,2023-06-17 22:17:02.963466+00,,43
255,3,f,f,"To be powerful in the cheekbones
Brings misfortune.
The superior man is firmly resolved.
He walks alone and is caught in the rain.
He is bespattered,
And people murmur against him.
No blame.","In a complex situation, a person finds themselves in a delicate position. While others are fighting against inferiority, this person has a connection with someone considered inferior. Acting forcefully against this person prematurely would jeopardize the entire situation, as they would retaliate swiftly. The superior person faces a challenging task: they must maintain their own resolution while avoiding participation in the other person's wrongdoing. Unfortunately, they will be misunderstood and seen as siding with the inferior person. They will feel isolated and face criticism from others. However, they can endure this lack of recognition by staying true to themselves and remaining steadfast.",2023-06-17 22:22:10.032707+00,2023-06-17 22:22:10.032721+00,,43
256,4,f,f,"There is no skin on his thighs,
And walking comes hard.
If a man were to let himself be led like a sheep,
Remorse would disappear.
But if these words are heard
They will not be believed.","A person experiences inner restlessness and an urge to advance, yet faces impassable barriers. This leads to an internal conflict caused by their stubborn determination to achieve their goals. The resolution lies in abandoning this obstinacy, which would lead to success. However, people often disregard such advice. Obstinance hinders one's ability to listen, despite having the capacity to hear.",2023-06-17 22:23:07.976171+00,2023-06-17 22:23:07.976184+00,,43
257,5,f,t,"In dealing with weeds,
Firm resolution is necessary.
Walking in the middle
Remains free of blame.","The persistence of weeds and the challenge of dealing with an incompetent person in a position of power both require unwavering determination. Despite having connections to such individuals, there is a risk of abandoning the struggle due to a sense of hopelessness. However, it is crucial to continue steadfastly and not be swayed from the chosen path. By doing so, one can avoid any wrongdoing and maintain their integrity.",2023-06-17 22:23:55.444139+00,2023-06-17 22:23:55.444152+00,,43
258,6,t,f,"No cry.
In the end misfortune comes.","The battle for victory seems won, with only a small remaining remnant of evil that needs to be decisively eliminated. Despite appearances, caution is necessary as evil may escape through hidden means. If we are not vigilant, new misfortunes will arise from the remaining seeds, for evil is not easily vanquished. Similarly, when confronting the evil within oneself, thoroughness is required. Carelessness could give rise to new evils if anything is overlooked.",2023-06-17 22:25:16.912122+00,2023-06-17 22:25:16.912136+00,,43
259,1,t,f,"It must be checked with a brake of bronze.
Perseverance brings good fortune.
If one lets it take its course, one experiences misfortune.
Even a lean pig has it in him to rage around.","To prevent negative consequences, promptly address any undesirable elements that appear. Consistent vigilance helps avoid trouble. Underestimating insignificant issues can lead to misfortune. An immature and thin pig may not cause much trouble, but if it grows strong without restraint, its true nature emerges.",2023-06-17 22:33:24.954813+00,2023-06-17 22:33:24.954825+00,,44
260,2,f,t,"There is a fish in the tank. No blame.
Does not further guests.","Gentle control is preferred over violence to manage the inferior element. This approach prevents fear and allows for safety. However, caution is necessary to prevent its influence from reaching distant individuals, as it can manifest unchecked and reveal its negative qualities.",2023-06-17 22:34:05.456181+00,2023-06-17 22:34:05.456196+00,,44
261,3,f,f,"There is no skin on his thighs,
And walking comes hard.
If one is mindful of the danger,
No great mistake is made.","The temptation to align with a dangerous element arises, but circumstances prevent succumbing to it. Although the desire is present, it is restrained. This results in a dilemma, causing uncertainty in actions. However, by recognizing the perilous nature of the situation, we can avoid making graver errors.",2023-06-17 22:35:14.477282+00,2023-06-17 22:35:14.477293+00,,44
262,4,f,f,"No fish in the tank.
This leads to misfortune.","To maintain good relations with people who may seem insignificant, we must tolerate them and keep them content. This allows us to utilize their assistance if necessary. However, if we distance ourselves from them without making an effort to connect, they may reject us and be unavailable when needed. It's important to acknowledge that this outcome is a consequence of our own actions.",2023-06-17 22:35:59.611644+00,2023-06-17 22:35:59.611655+00,,44
263,5,f,t,"A melon covered with willow leaves.
Hidden lines.
Then it drops down to one from heave.","The melon is seen as a representation of darkness. It is sweet but prone to spoilage, so it is shielded with willow leaves. In a similar vein, a strong and poised person protects and tolerates those under their care. They embody order and beauty, yet don't emphasize these traits. They don't burden subordinates with displays or admonishments, trusting in the transformative power of their own strong and upright character. As a result, fate is favorable. The subordinates respond positively and yield to their guidance like ripe fruit.",2023-06-17 22:37:06.27272+00,2023-06-17 22:37:06.272732+00,,44
264,6,f,f,"He comes to meet with his horns.
Humiliation. No blame.","When individuals distance themselves from the world, its chaos can become overwhelming. Some people, out of a sense of dignity, choose to separate themselves from anything they consider beneath them, rejecting it outright. Though they may be criticized as proud and distant, their detachment from worldly obligations lessens the impact of such reproach. They handle the disapproval of the majority with calmness.",2023-06-17 22:37:50.408318+00,2023-06-17 22:37:50.408329+00,,44
265,1,f,f,"If you are sincere, but not to the end,
There will sometimes be confusion, sometimes gathering together.
If you call out,
Then after one grasp of the hand you can laugh again.
Regret not. Going is without blame.","In a group setting, people seek a respected leader to follow, yet their collective influence can lead to indecisiveness. This lack of a strong focal point hinders their unity. However, if they express their need and seek assistance, a single gesture from the leader can alleviate all concerns. Therefore, it is crucial for them to remain steadfast and not be swayed. It is appropriate for them to align themselves with this leader.",2023-06-17 22:39:16.24157+00,2023-06-17 22:39:34.105641+00,,45
310,4,f,f,"Keeping his trunk still.
No blame.","The highest stage of rest involves keeping the ego at bay, as mentioned in the comment on the Judgment. Although this level hasn't been fully achieved yet, keeping the heart at rest plays a vital role in eventually eliminating egotistic desires. While some doubts and unrest may still persist, this mindset is not a mistake, as it paves the way for reaching a higher level of liberation.",2023-06-18 00:09:20.447902+00,2023-06-18 00:09:20.447913+00,,52
266,2,f,f,"Letting oneself be drawn
Brings good fortune and remains blameless.
If one is sincere,
It furthers one to bring even a small offering.","During the Gathering Together, it's important to avoid arbitrary decisions and follow the natural forces that bring like-minded individuals together. By embracing this attraction, we avoid mistakes. When genuine connections exist, elaborate preparations and formalities are unnecessary. People intuitively understand each other, just as the Divine appreciates a heartfelt, modest offering.",2023-06-17 22:40:16.328016+00,2023-06-17 22:40:16.328033+00,,45
