hexagram_id,chinese_character,wade_giles_romanization,pinyin_romanization,english_translation,hexagram_symbol,image_url,description,judgment_text,judgment_interpretation,image_text,image_interpretation,full_change_text,full_change_interpretation,created_at,updated_at,deleted_at,lower_nuclear_trigram_id,lower_trigram_id,upper_nuclear_trigram_id,upper_trigram_id,binary_value_string
45,萃,ts'ui,cuì,Gathering Together [Massing],䷬,visual_i_ching_app/img/hex45.png,"This hexagram is similar to the hexagram bǐ, Holding Together. Both have water over earth, but here a lake is over the earth, emphasizing the concept of gathering. In this hexagram, two strong lines (the fourth and the fifth) bring about the gathering, while in the other hexagram, one strong line (the fifth) is surrounded by weak lines.","Gathering Together. Success.
The king approaches his temple.
It furthers one to see the great man.
This brings success. Perseverance furthers.
To bring great offerings creates good fortune.
It furthers one to undertake something.","Communities can naturally arise around families or intentionally through the state. In the context of this passage, the family structure centers around the father figure, while the entire clan unites for ancestor rituals, emphasizing a traditional understanding of familial roles. This depiction is used to illustrate a key message, namely, the importance of spiritual bonds and collective unity. It is worth noting that this traditional view may not accurately reflect the diverse roles and dynamics present in modern families. Nonetheless, the passage underscores the significance of religion in bringing people together, highlighting the need for a unifying human leader. The leader's ability to embody internal unity becomes pivotal in uniting others. Furthermore, the passage suggests that collective moral force is essential for fostering global harmony. Notably, moments of unification often lead to remarkable achievements, symbolized by grand offerings. However, in secular settings, such grand deeds may not be necessary during periods of communal gathering.","Over the earth, the lake:
The image of Gathering Together.
Thus the superior man renews his weapons
In order to meet the unforeseen.","In times when water rises above the earth, there is a risk of a breakthrough. The same applies when people gather in large numbers, as strife may arise, and possessions may attract robbery. Hence, during the time of Gathering Together, it is crucial to take precautions and arm ourselves promptly to prevent unexpected events. Human suffering often stems from unforeseen circumstances for which we are unprepared. However, by being ready, we can avert such challenges.","","",2023-06-12 03:57:06.446387+00,2023-06-19 19:07:26.620768+00,,7,8,5,2,000110
54,歸妹,kuei mei,guī mèi,The Marrying Maiden,䷵,visual_i_ching_app/img/hex54.png,"The Marrying Maiden is one of four hexagrams that represent the traditional relationship dynamics between husband and wife. It is important to recognize that while this may not reflect the modern dynamics and roles in families today, the broader messages about community support and organization remain true.

This hexagram symbolizes a young girl entering her husband's house. The other hexagrams include Influence, depicting the attraction between a young couple; Duration, representing the lasting nature of marriage; and Development, illustrating the formalities involved in arranging a proper marriage. The Marrying Maiden specifically shows a young girl being guided by an older man who becomes her husband.","The Marrying Maiden.
Undertakings bring misfortune.
Nothing that would further.","In relationships, particularly when one is not the primary partner, caution and reserve are crucial. It is important not to undermine or replace the existing partner, as it leads to discord and unsustainable dynamics. This principle applies to all voluntary human connections. Relationships based on personal choice require tactful reserve to thrive in the long term. Affection, as the fundamental element of connectedness, holds immense significance in all human relationships. Just as the union of heaven and earth is the source of nature, spontaneous affection serves as the comprehensive principle of unity among individuals.","Thunder over the lake:
The image of The Marrying Maiden.
Thus the superior man
Understands the transitory
In the light of the eternity of the end.","The image of thunder stirring the water of a lake represents a girl following the man she chooses. Relationships always carry the risk of misunderstandings and disagreements. To avoid this, it is important to remain mindful of the ultimate goal. Drifting without purpose leads to uncertain reunions and separations. However, if one focuses on a lasting objective, they can avoid obstacles in close relationships.","","",2023-06-12 04:31:10.287804+00,2023-06-19 19:10:36.23305+00,,3,2,6,4,110100
4,蒙,mêng,méng,Youthful Folly,䷃,visual_i_ching_app/img/hex4.png,"This hexagram represents youth and folly. The upper trigram is a mountain, while the lower trigram is water. The spring at the foot of the mountain symbolizes inexperienced youth. The upper trigram is associated with stillness, while the lower trigram represents danger. Being indecisive on the edge of a dangerous abyss reflects the foolishness of youth. However, these trigrams also offer a way to overcome youthful folly. Water naturally flows onward. Although the spring initially doesn't know its path, its continuous flow fills up the obstacle in its way, leading to success.","Youthful Folly has success.
It is not I who seek the young fool;
The young fool seeks me.
At the first oracle I inform him.
If he asks two or three times, it is importunity.
If he importunes, I give him no information.
Perseverance furthers.","In youth, folly is not a problem if one seeks an experienced teacher and maintains the right attitude. The youth must recognize their lack of experience and actively approach the teacher. The teacher should wait to be sought out rather than offering themselves. The teacher's response should be clear and decisive, like an oracle's, and accepted as a guide. Persistent and intelligent questioning is encouraged, while mistrustful or unintelligent questioning is best ignored. With perseverance and mastering each point, success is guaranteed. The hexagram advises both the teacher and the pupil.","A spring wells up at the foot of the mountain:
The image of Youth.
Thus the superior man fosters his character
By thoroughness in all that he does.","Character development is akin to the flow of a spring overcoming stagnation. It requires thoroughness, leaving no gaps unfilled, much like water filling hollow places in its path. Gradually and steadily, character progresses and moves forward.","","",2023-06-09 03:00:32.662202+00,2023-06-19 18:52:52.384997+00,,4,6,8,7,010001
12,否,p'i,pǐ,Standstill [Stagnation],䷋,visual_i_ching_app/img/hex12.png,"This hexagram represents a contrast to the previous one, with Heaven moving away and Earth sinking deeper. The creative forces are disconnected, leading to stagnation and decline. It corresponds to the seventh month, signaling the waning of the year and the onset of autumnal decay.","Standstill. Evil people do not further
The perseverance of the superior man.
The great departs; the small approaches.","The world is in disarray, with a disconnect between heaven and earth. Chaos reigns on earth while the celestial realm remains detached. Internal darkness contrasts with external light, weakness opposes harshness, and the inferior faces the superior. The path of the inferior ascends, while the path of the superior declines. However, the superior individuals remain steadfast in their principles, even if they are unable to exert influence. They choose seclusion but remain faithful to their beliefs.","Heaven and earth do not unite:
The image of Standstill.
Thus the superior man falls back upon his inner worth
In order to escape the difficulties.
He does not permit himself to be honored with revenue.","In times when mistrust dominates public life due to the influence of lesser individuals, productive engagement becomes futile as the underlying foundations are flawed. In such circumstances, the wise individual understands their course of action and resists the allure of participating in public affairs. By doing so, they protect themselves from harm, for they cannot stoop to the low standards of others. Instead, they conceal their true value and retreat into seclusion.","","",2023-06-09 03:43:12.562672+00,2023-06-19 18:55:02.343451+00,,7,8,5,1,000111
23,剝,po,bō,Splitting Apart,䷖,visual_i_ching_app/img/hex23.png,"The dark lines rise to overthrow the firm, light line through gradual and imperceptible undermining, causing its ultimate collapse. The hexagram symbolizes a house with a shattered roof, representing the impending collapse. This hexagram corresponds to the ninth month, where yin power intensifies and threatens to replace yang power entirely.","Splitting Apart. It does not further one
To go anywhere.","In challenging times, the wise person should refrain from taking action. Instead, they should find inspiration in the qualities of earth and mountain trigrams. The earth represents docility and devotion, while the mountain symbolizes stillness. Therefore, it is advised to accept unfavorable circumstances and remain calm. These conditions are beyond human control and are governed by the laws of nature. The cycles of growth, decline, abundance, and scarcity are determined by these laws. Attempting to oppose these conditions is futile. Therefore, surrendering and refraining from unnecessary action is not a sign of cowardice, but rather a display of wisdom.","The mountain rests on the earth:
The image of Splitting Apart.
Thus those above can ensure their position
Only by giving generously to those below.","Rulers should emulate the stability of a mountain. A mountain stands firm when it has a broad base, but it will topple if it is steep and narrow. Similarly, rulers must rely on the support of the people and be generous and benevolent, like the earth that sustains all. By doing so, they can establish a secure and tranquil position.","","",2023-06-09 17:56:39.15675+00,2023-06-19 18:59:50.685289+00,,8,8,8,7,000001
25,無妄,wu wang,wú wàng,Innocence (The Unexpected),䷘,visual_i_ching_app/img/hex25.png,"The hexagram describes the relationship between heaven (qián) and movement (zhèn). Movement is influenced by heaven, symbolized by the strong line from above. When movement aligns with the laws of heaven, individuals possess innocence and sincerity. Their minds remain untainted by reflection or hidden motives. Conscious intentions lead to the loss of truth and natural purity. Nature guided solely by the spirit is genuine, while nature without direction is corrupted. The hexagram encompasses the concepts of the natural and the unexpected, going beyond the initial idea.","Innocence. Supreme success.
Perseverance furthers.
If someone is not as he should be,
He has misfortune,
And it does not further him
To undertake anything.","According to Confucius, humans possess an inherently good nature bestowed upon them by heaven. By embracing this divine spirit within, individuals can achieve a pure innocence that enables them to act rightly without seeking personal gain. This innate certainty leads to great success and is furthered by perseverance. However, not all instinctive actions align with this higher notion of nature. Only those that are righteous and in harmony with the will of heaven are considered true nature. Acting without reflection or in an unrighteous manner only brings misfortune. Confucius emphasizes that those who deviate from innocence lose the favor and blessings of heaven.","Under heaven thunder rolls:
All things attain the natural state of Innocencep;[.
Thus the kings of old,
Rich in virtue, and in harmony with the time,
Fostered and nourished all beings.","During spring, when energy awakens and life flourishes, rulers emulate nature's creative vigor. They nurture all life forms and cultures, utilizing their spiritual wealth to promote their development at the right moment.","","",2023-06-09 18:05:21.299703+00,2023-06-19 19:00:32.647891+00,,7,4,5,1,100111
29,坎,k'an,kǎn,The Abysmal (Water),䷜,visual_i_ching_app/img/hex29.png,"This hexagram is formed by doubling the trigram kǎn, which means a plunging in. It represents water in motion, giving life to the earth. In human terms, it symbolizes the heart and reason locked within the body. The name ""repetition of danger"" highlights the objective nature of the situation, not a subjective attitude. The hexagram compares the danger to a ravine, where one can escape if they behave correctly, like water finding its way out.","The Abysmal repeated.
If you are sincere, you have success in your heart,
And whatever you do succeeds.","Repetition of danger breeds familiarity, allowing us to adapt. Water serves as a model, flowing freely and filling all spaces without hesitation. It remains true to itself, unyielding to external pressures. Similarly, sincerity in the face of challenges enables us to grasp their essence. Once we gain inner mastery, our actions naturally lead to success. In danger, thoroughness and progress are crucial to avoid perishing. Danger, when used correctly, serves as a protective measure. Heaven's lofty height defends against invasion, while mountains and bodies of water separate nations. Rulers employ danger to safeguard against external threats and internal unrest.","Water flows on uninterruptedly and reaches its foal:
The image of the Abysmal repeated.
Thus the superior man walks in lasting virtue
And carries on the business of teaching.","Water flows continuously, filling depressions before moving forward. The superior person aims to make goodness a consistent part of their character, not just a random occurrence. Similarly, effective teaching requires consistency and repetition for the pupil to truly understand and internalize the material.","","",2023-06-11 18:17:08.475556+00,2023-06-19 19:01:55.681052+00,,4,6,7,6,010010
33,遯,tun,dùn,Retreat,䷠,visual_i_ching_app/img/hex33.png,"In the face of the ascending power of darkness, the light chooses to retreat for its own safety. This withdrawal is not a result of human will, but rather follows the laws of nature. It is the appropriate course of action to conserve one's strength. This hexagram is associated with the sixth month, a time when the forces of winter begin to make themselves felt.","Retreat. Success.
In what is small, perseverance furthers.","In times when hostile forces gain an advantage, it is wise to retreat strategically rather than flee. Retreat should not be mistaken for weakness, but rather a display of strength. It is crucial to seize the right moment while holding power and position, to interpret the signs of the time and prepare for a tactical withdrawal, avoiding a desperate struggle. By demonstrating perseverance in resisting the opponent's advances, we make it challenging for them to progress. This prepares us for a counter-movement while in retreat. However, comprehending the laws of a constructive retreat is not simple. The significance concealed within such a period is significant.","Mountain under heaven: the image of Retreat.
Thus the superior man keeps the inferior man at a distance,
Not angrily but with reserve.","A mountain rises and halts while heaven withdraws, representing the conduct of a superior individual towards an inferior one. The superior person reflects inwardly as the inferior approaches, devoid of animosity which creates attachment. The superior individual demonstrates strength through composed restraint, compelling the inferior to pause.","","",2023-06-11 18:29:33.730105+00,2023-06-19 19:03:11.471281+00,,5,7,1,1,001111
40,解,hsieh,xiè,Deliverance,䷧,visual_i_ching_app/img/hex40.png,"The movement progresses beyond danger as obstacles are eliminated and challenges are being resolved. Though deliverance is not yet complete, it is in its initial stages, with the hexagram symbolizing its different phases.","Deliverance. The southwest furthers.
If there is no longer anything where one has to go,
Return brings good fortune.
If there is still something where one has to go,
Hastening brings good fortune.","During times when tensions ease, it is crucial to return to normal conditions swiftly, represented by ""the southwest."" These periods of change hold significant importance, similar to how rain relieves atmospheric pressure and stimulates growth. However, it is essential not to go beyond what is necessary and avoid excessive triumph. Good fortune lies in promptly resuming regular life after liberation. Any remaining tasks should be addressed promptly to avoid delays and ensure a fresh start.","Thunder and rain set in:
The image of Deliverance.
Thus the superior man pardons mistakes
And forgives misdeeds.","The superior person, similar to a thunderstorm clearing the air, brings clarity and deliverance when addressing mistakes and sins that create tension. Rather than dwelling on failings, they swiftly move past unintentional transgressions, like the fading of thunder. They also forgive intentional misdeeds, cleansing them away like water.","","",2023-06-12 03:41:18.050543+00,2023-06-19 19:05:47.456251+00,,3,6,6,4,010100
49,革,ko,gé,Revolution (Molting),䷰,visual_i_ching_app/img/hex49.png,"The hexagram's Chinese character refers to an animal's pelt, symbolizing the changing of the seasons. This concept extends to political upheavals and government changes. The hexagram consists of the same trigrams as the hexagram kuí, representing the two younger daughters, lí and duì. However, in this hexagram, the younger daughter is in a superior position, leading to a conflict between opposing forces, akin to fire and water. This conflict gives rise to the notion of revolution.","Revolution. On your own day
You are believed.
Supreme success,
Furthering through perseverance.
Remorse disappears.","Political revolutions should be approached cautiously and only when absolutely necessary. They require a leader who has earned the trust of the people and must be timed appropriately. The leader's actions should bring joy to the people and prevent extreme behavior by educating them. It is crucial that the leader is selfless and genuinely addresses the people's needs. In doing so, they will have no regrets. Just as seasons change throughout the year, societal transformations are necessary during different periods in the world cycle.","Fire in the lake: the image of Revolution.
Thus the superior man
Sets the calendar in order
And makes the seasons clear.","The opposing elements of fire and water clash and annihilate each other. Similarly, throughout the year, a battle occurs between light and darkness, resulting in the cycle of seasons. Humans can prepare themselves in advance to adapt to the requirements of each season.","","",2023-06-12 04:09:07.571683+00,2023-06-19 19:09:11.375484+00,,5,3,1,2,101110
52,艮,kên,gèn,Keeping Still (Mountain),䷳,visual_i_ching_app/img/hex52.png,"This hexagram symbolizes a mountain, representing the youngest son of heaven and earth. The masculine principle is associated with upward striving, while the feminine principle signifies the completion of its movement. The focus is on attaining a tranquil heart, which is a challenging endeavor. Buddhism seeks stillness through the cessation of all activity in nirvana, whereas the Book of Changes suggests that rest is always accompanied by movement. The text may contain guidance for practicing yoga.","Keeping Still. Keeping his back still
So that he no longer feels his body.
He goes into his courtyard
And does not see his people.
No blame.","True quiet is the ability to be still or move forward as needed. It aligns rest and movement with the demands of the moment, bringing light into life. This hexagram represents the beginning and end of all motion. The ""back"" refers to the nerves responsible for movement. By calming these nerves, one can eliminate restlessness and the ego. With inner calm, one can perceive the external world differently. The conflicts and chaos of individuals become less significant, allowing for true peace of mind. This state is essential for comprehending the universal laws and acting in harmony with them. Those who act from this deep level do not make mistakes.","Mountains standing close together:
The image of Keeping Still.
Thus the superior man
Does not permit his thoughts
To go beyond his situation.","The heart is perpetually active, and its activity cannot be altered. However, one's thoughts, which correspond to the movements of the heart, should confine themselves to the present circumstances. Any thinking that surpasses this boundary only causes emotional distress.","","",2023-06-12 04:21:07.655666+00,2023-06-19 19:10:05.318991+00,,6,7,4,7,001001
57,巽,sun,xùn,"The Gentle (The Penetrating, Wind)",䷸,visual_i_ching_app/img/hex57.png,"Xùn represents the eldest daughter and signifies wind or wood. Its essence is gentleness, which possesses the ability to penetrate like the wind or growing wood with its roots. The unyielding dark principle is dissolved by the penetrating light principle, which it willingly submits to in its gentle nature. Just as the wind disperses clouds, leaving the sky calm and clear, nature demonstrates this principle. In human life, it is the penetrating clarity of judgment that thwarts hidden motives. Within a community, the influential presence of a great individual uncovers and disrupts secretive plots that avoid exposure to the truth.","The Gentle. Success through what is small.
It furthers one to have somewhere to go.
It furthers one to see the great man.","The gradual and inconspicuous effects of penetration are more enduring and complete than those of surprise attack. To achieve these effects, a clearly defined goal is necessary, as the penetrating influence must always work in the same direction. Even with limited strength, one can succeed by aligning with a capable leader who can establish order.","Winds following one upon the other:
The image of The Gently Penetrating.
Thus the superior man
Spreads his commands abroad
And carries out his undertakings.","The power of the wind lies in its constant nature, which allows it to penetrate deeply. Similarly, a ruler's thoughts should deeply penetrate the people's souls. This requires a lasting influence achieved through enlightenment and authority. Only when the people have internalized the ruler's commands can they act accordingly. Taking action without preparing the ground only causes fear and resistance.","","",2023-06-12 04:45:18.714915+00,2023-06-19 19:11:26.266198+00,,2,5,3,5,011011
59,渙,huan,huàn,Dispersion [Dissolution],䷺,visual_i_ching_app/img/hex59.png,"When a man's vital energy is blocked, the analogy of wind blowing over water can provide guidance. Gentle actions can help break up and dissolve the obstruction.","Dispersion. Success.
The king approaches his temple.
It furthers one to cross the great water.
Perseverance furthers.","Dispersion signifies the dissolving of divisive egotism. Similar to Gathering Together, it emphasizes the unity that arises from overcoming separation. Religious practices and communal celebrations were employed by wise rulers to unite people. The power of sacred music and splendid ceremonies evoked a shared emotional experience, fostering a sense of interconnectedness among all beings. By overcoming disunity and rigidity, cooperation in collective endeavors with a noble purpose can dissolve barriers. Like when crossing a great stream, everyone must unite in a joint task. However, only a person free from selfish motives and committed to justice and steadfastness can effectively dissolve the hardness of egotism.","The wind drives over the water:
The image of Dispersion.
Thus the kings of old sacrificed to the Lord
And built temples.","In autumn and winter, water freezes into ice, but when spring arrives, the ice melts, and the dispersed elements are reunited. This phenomenon parallels the state of people's minds. When hearts become rigid and self-centered, individuals become isolated from others due to egotism and greed. To counter this, people's hearts need to be moved by a deep emotion of devotion. They should be stirred by a religious awe towards eternity, recognizing the One Creator of all living beings. Through the shared experience of divine worship, a strong sense of fellowship can unite them.","","",2023-06-12 04:55:14.155613+00,2023-06-19 19:11:58.273437+00,,4,6,7,5,010011
63,既濟,chi chi,jì jì,After Completion,䷾,visual_i_ching_app/img/hex63.png,"The hexagram represents the transition from confusion to order, achieving perfect equilibrium. Everything is in its proper place, with strong lines in strong positions and weak lines in weak positions. This is highly favorable, but caution is required as any movement can disrupt the achieved order. The hexagram signifies a time of climax, demanding utmost caution to avoid a standstill.","After Completion. Success in small matters.
Perseverance furthers.
At the beginning good fortune.
At the end disorder.","The transition from old to new times is complete, with everything now systematized. However, success lies in attention to detail. We must avoid indifference and maintain the right attitude to prevent decay. This rule is not absolute, but can be overcome through perseverance and caution.","Water over fire: the image of the condition
In After Completion.
Thus the superior man
Takes thought of misfortune
And arms himself against it in advance.","When water and fire interact in a kettle, they generate energy, such as steam production. However, this process requires caution. If the water boils over, the fire extinguishes, and its energy is lost. Alternatively, if the heat is excessive, the water evaporates into the air. These elements, when brought together, inherently oppose each other. Extreme caution is necessary to prevent damage. Similarly, in life, there are moments of balance and harmony where everything appears orderly. Only the wise individual can identify the signs of impending danger during such times and take timely precautions to avert it.","","",2023-06-12 05:11:36.858134+00,2023-06-19 19:12:57.919424+00,,6,3,3,6,101010
